0 degree,30 degree,45 degree,60 degree,90 degree,120 degree,135 degree,150 degree,180 degree,velocity,angular_velocity
2.0799999237060547,2.405850410461426,2.945868730545044,4.182643413543701,5.0,3.792299509048462,2.7081620693206787,2.221597909927368,1.940000057220459,5,-565.4866776461628
2.066331386566162,2.1885573863983154,2.5307724475860596,3.260312080383301,5.0,5.0,3.294332265853882,2.5044302940368652,2.0037784576416016,5,565.4866776461628
2.066331386566162,2.1885573863983154,2.5307724475860596,3.260312080383301,5.0,5.0,3.294332265853882,2.5044302940368652,2.0037784576416016,5,565.4866776461628
2.0017826557159424,2.3153798580169678,2.8422107696533203,4.026700973510742,5.0,3.94242262840271,2.817350387573242,2.311168670654297,2.0182173252105713,5,-565.4866776461628
2.0017826557159424,2.3153798580169678,2.8422107696533203,4.026700973510742,5.0,3.94242262840271,2.817350387573242,2.311168670654297,2.0182173252105713,5,-565.4866776461628
1.987139105796814,2.1046807765960693,2.4337806701660156,3.1222755908966064,5.0,5.0,3.4123363494873047,2.616575002670288,2.08297061920166,5,565.4866776461628
1.987139105796814,2.1046807765960693,2.4337806701660156,3.1222755908966064,5.0,5.0,3.4123363494873047,2.616575002670288,2.08297061920166,5,565.4866776461628
1.9235655069351196,2.2249090671539307,2.731602907180786,3.860943078994751,5.0,4.084380149841309,2.9265384674072266,2.4007394313812256,2.0964343547821045,5,565.4866776461628
1.9235655069351196,2.2249090671539307,2.731602907180786,3.860943078994751,5.0,4.084380149841309,2.9265384674072266,2.4007394313812256,2.0964343547821045,5,565.4866776461628
1.987139105796814,2.531497001647949,3.3511667251586914,5.0,5.0,3.217528820037842,2.5191218852996826,2.191624641418457,2.08297061920166,5,-565.4866776461628
1.987139105796814,2.531497001647949,3.3511667251586914,5.0,5.0,3.217528820037842,2.5191218852996826,2.191624641418457,2.08297061920166,5,-565.4866776461628
2.0017826557159424,2.3153798580169678,2.8399767875671387,4.031800270080566,5.0,3.927828073501587,2.817350387573242,2.311168670654297,2.0182173252105713,5,-565.4866776461628
2.0017826557159424,2.3153798580169678,2.8399767875671387,4.031800270080566,5.0,3.927828073501587,2.817350387573242,2.311168670654297,2.0182173252105713,5,-565.4866776461628
1.987139105796814,2.1046807765960693,2.4337806701660156,3.128765106201172,5.0,5.0,3.427152633666992,2.616575002670288,2.08297061920166,5,565.4866776461628
1.987139105796814,2.1046807765960693,2.4337806701660156,3.128765106201172,5.0,5.0,3.427152633666992,2.616575002670288,2.08297061920166,5,565.4866776461628
1.9235655069351196,2.2249090671539307,2.731602907180786,3.8574161529541016,5.0,4.098482131958008,2.9265384674072266,2.4007394313812256,2.0964343547821045,5,565.4866776461628
1.9235655069351196,2.2249090671539307,2.731602907180786,3.8574161529541016,5.0,4.098482131958008,2.9265384674072266,2.4007394313812256,2.0964343547821045,5,565.4866776461628
1.987139105796814,2.531497001647949,3.330650806427002,5.0,5.0,3.1960458755493164,2.5191218852996826,2.191624641418457,2.08297061920166,5,-565.4866776461628
1.987139105796814,2.531497001647949,3.330650806427002,5.0,5.0,3.1960458755493164,2.5191218852996826,2.191624641418457,2.08297061920166,5,-565.4866776461628
2.0017826557159424,2.3153798580169678,2.840721607208252,4.0205535888671875,5.0,3.93648624420166,2.817350387573242,2.311168670654297,2.0182173252105713,5,-565.4866776461628
2.0017826557159424,2.3153798580169678,2.840721607208252,4.0205535888671875,5.0,3.93648624420166,2.817350387573242,2.311168670654297,2.0182173252105713,5,-565.4866776461628
1.987139105796814,2.1046807765960693,2.4337806701660156,3.1222755908966064,5.0,5.0,3.42079758644104,2.616575002670288,2.08297061920166,5,565.4866776461628
1.987139105796814,2.1046807765960693,2.4337806701660156,3.1222755908966064,5.0,5.0,3.42079758644104,2.616575002670288,2.08297061920166,5,565.4866776461628
1.9235655069351196,2.2249090671539307,2.731602907180786,3.8574161529541016,5.0,4.098482131958008,2.9265384674072266,2.4007394313812256,2.0964343547821045,5,565.4866776461628
1.9235655069351196,2.2249090671539307,2.731602907180786,3.8574161529541016,5.0,4.098482131958008,2.9265384674072266,2.4007394313812256,2.0964343547821045,5,565.4866776461628
1.987139105796814,2.531497001647949,3.330650806427002,4.685983180999756,5.0,3.1976423263549805,2.5191218852996826,2.191624641418457,2.08297061920166,5,-565.4866776461628
1.987139105796814,2.531497001647949,3.330650806427002,4.685983180999756,5.0,3.1976423263549805,2.5191218852996826,2.191624641418457,2.08297061920166,5,-565.4866776461628
2.0017826557159424,2.3153798580169678,2.841714382171631,3.8588480949401855,5.0,5.0,2.817350387573242,2.311168670654297,2.0182173252105713,5,565.4866776461628
2.0017826557159424,2.3153798580169678,2.841714382171631,3.8588480949401855,5.0,5.0,2.817350387573242,2.311168670654297,2.0182173252105713,5,565.4866776461628
2.066331386566162,2.632383108139038,3.322089433670044,4.342450141906738,5.0,2.942103624343872,2.4233474731445312,2.1083016395568848,2.0037784576416016,5,-565.4866776461628
2.066331386566162,2.632383108139038,3.322089433670044,4.342450141906738,5.0,2.942103624343872,2.4233474731445312,2.1083016395568848,2.0037784576416016,5,-565.4866776461628
2.0799999237060547,2.405850410461426,2.9558422565460205,3.5708677768707275,5.0,5.0,2.7081620693206787,2.221597909927368,1.940000057220459,5,565.4866776461628
2.0799999237060547,2.405850410461426,2.9558422565460205,3.5708677768707275,5.0,5.0,2.7081620693206787,2.221597909927368,1.940000057220459,5,565.4866776461628
2.1455235481262207,2.6716668605804443,3.1025209426879883,3.9569082260131836,5.0,5.0,2.205127000808716,2.0249783992767334,1.9245861768722534,5,565.4866776461628
